Method,Seed,Test_Index,True_Linker,Generated_Linker,MACCS_Similarity,MCS_Similarity,Validity,Novelty,Property_Error,Threshold_Match_0.50,Threshold_Match_0.60,Threshold_Match_0.70,Threshold_Match_0.85,Threshold_Match_0.90
NO-RAG,42,120,Nc1c(N)c(C(=O)[O-])c2ccccc2c1C(=O)[O-],O=C([O-])c1c(O)c(O)c(C(=O)[O-])c2ccccc12INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
NO-RAG,42,121,Cc1cc2ncn(CCCCn3cnc4cc(C)c(C)cc43)c2cc1C,c1cc(-c2ccncc2)ccn1,0.289,0.0,YES,YES,1.462,NO,NO,NO,NO,NO
NO-RAG,42,122,O=C([O-])c1c(O)c(O)c(C(=O)[O-])c2c(O)c(O)c(O)c(O)c12,O=C([O-])C=CC(C(=O)O)=C(C=C(C=C(C(=O)O)C(=CC(=O)O)C(=O)O)C(=O)O)C(=O)[O-]INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
NO-RAG,42,123,O=C([O-])C12C3C4C1C1(S(O)(O)O)C2C3C41C(=O)[O-],CCC1C2C3C(CC)C4(c5ccccc5)C3(C#CC(=O)[O-])C2C14C(=O)[O-],0.4,0.441,YES,YES,1.609,NO,NO,NO,NO,NO
NO-RAG,42,124,Cc1cnc(C)cn1,c1cc(NNc2ccncc2)ccn1,0.407,0.0,YES,NO,0.7397,NO,NO,NO,NO,NO
NO-RAG,42,125,ON=C(c1ccncc1)c1ccccn1,CCOCC1C2=COC(C=CC=COC)(C=NCCCN=CC=CC=CC1S)C2,0.136,0.055,YES,YES,0.837,NO,NO,NO,NO,NO
NO-RAG,42,126,CC(=O)N(C)C,CCOC(=O)CCC(=O)OCC,0.114,0.223,YES,NO,3.1215,NO,NO,NO,NO,NO
NO-RAG,42,127,c1cc(-c2ccncc2)ccn1,c1cc(-c2ccncc2)ccn1INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
NO-RAG,42,128,[CH](C=CC=C1C=NN=C1)c1cn[nH]c1,CC(NNC(C)c1ccncc1)c1ccncc1,0.406,0.142,YES,NO,4.9219,NO,NO,NO,NO,NO
NO-RAG,42,129,CC(=O)[CH]C(=O)c1ccc(-n2ccnc2)cc1,CC1C=Nc2ccccc2NO1,0.312,0.345,YES,YES,2.4699,NO,NO,NO,NO,NO
NO-RAG,42,130,O=C(Nc1cccnc1)c1cccnc1,O=P(O)(O)c1ccccn1,0.25,0.39,YES,YES,0.6474,NO,NO,NO,NO,NO
NO-RAG,42,131,c1cc(CCCc2ccncc2)ccn1,c1cc(CCCc2ccncc2)ccn1INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
NO-RAG,42,132,Cc1cc2ncn(Cc3ccc(Cn4cnc5cc(C)c(C)cc54)cc3)c2cc1C,CC(=CC=C1C2C=CC(=CC(=O)[O-])C=C2N1c1ccncc1)c1ccncc1,0.42,0.052,YES,YES,2.3267,NO,NO,NO,NO,NO
NO-RAG,42,133,Cc1ccc(SCN(CSc2ccc(C)cc2C)CSc2ccc(C)cc2C)c(C)c1,CC=CC(=O)[O-],0.029,0.019,YES,NO,1.3645,NO,NO,NO,NO,NO
NO-RAG,42,134,CC1c2nccc(-c3ccnc4c3C4C)c21,O=C([O-])C=CC(=CC=C1C2=CC(=CC(C(=O)[O-])=C1C(=O)O)C=CC=C2)C(=O)O,0.081,0.057,YES,YES,1.2931,NO,NO,NO,NO,NO
NO-RAG,42,135,O=C([O-])c1ccc(OCC(COc2ccc(C(=O)[O-])cc2)(COc2ccc(C(=O)[O-])cc2)COc2ccc(C(=O)O)cc2)cc1,O=C([O-])c1ccc(C=Cc2ccncc2)cc1,0.333,0.195,YES,NO,2.0682,NO,NO,NO,NO,NO
NO-RAG,42,136,N#CC(C#N)C(=S)S,CCN1C(=O)[CH]C(=O)N(CC)C1=S,0.14,0.123,YES,NO,0.9227,NO,NO,NO,NO,NO
NO-RAG,42,137,OC1(Cl)Cc2ncc(Cl)nc21,N=CC=C1C(C=CF)=CC=C1C=CC=C(CF)c1ccncc1,0.227,0.0,YES,YES,1.5565,NO,NO,NO,NO,NO
NO-RAG,42,138,CC1(C)OC(CP(c2ccccc2)c2ccccc2)C(CP(c2ccccc2)c2ccccc2)O1,c1cc(CCCc2ccncc2)ccn1,0.222,0.045,YES,YES,1.4384,NO,NO,NO,NO,NO
NO-RAG,42,139,Cc1ccc(S(=O)(=O)NC(CCC(=O)[O-])C(=O)[O-])cc1,O=C([O-])CNC(=O)c1cccc(C(=O)NCC(=O)[O-])c1,0.364,0.35,YES,NO,0.8396,NO,NO,NO,NO,NO
NO-RAG,42,140,O=C([O-])C1=C[CH]NC=C1C(=O)[O-],O=C([O-])c1ccc(C=Nc2cc(C(=O)[O-])cc(C(=O)[O-])c2)cc1,0.419,0.154,YES,NO,1.6726,NO,NO,NO,NO,NO
NO-RAG,42,141,O=C([O-])c1ccc(-c2cc3cc(c2)C(=O)[O][Cd][O]C3=O)cc1,c1cc(-c2nnn[nH]2)ccc1-c1nnn[nH]1,0.2,0.308,YES,YES,1.5629,NO,NO,NO,NO,NO
NO-RAG,42,142,O=P(O)(O)F,O=C([O-])C1=NC(C(F)(F)F)=NC1C(=O)[O-],0.186,0.04,YES,YES,1.4451,NO,NO,NO,NO,NO
NO-RAG,42,143,CC(=O)CC(C#N)(C#N)C(C#N)C#N,N#CC(C#N)C(N)=O,0.286,0.411,YES,NO,0.9195,NO,NO,NO,NO,NO
NO-RAG,42,144,COc1cc(NC#N)c(OC)cc1NC#N,N#CC(C#N)=C(C#N)C(C#N)=C(C#N)C#N,0.094,0.1,YES,NO,2.0125,NO,NO,NO,NO,NO
NO-RAG,42,145,c1ccc2c(-n3ccnc3)c3ccccc3c(-n3ccnc3)c2c1,Cc1c(-c2ccncc2)c(C)c(-c2c(C)c(-c3ccncc3)c(C)c(-c3ccncc3)c2C)c(C)c1-c1ccncc1,0.375,0.137,YES,YES,1.6017,NO,NO,NO,NO,NO
NO-RAG,42,146,O=C([O-])c1ccc(NNc2ccc(C(=O)[O-])cc2)cc1,O=C([O-])c1ccc(Cl)cc1,0.29,0.441,YES,NO,0.9014,NO,NO,NO,NO,NO
NO-RAG,42,147,O=C(NCc1ccncc1)C(=O)NCc1ccncc1,c1ccc(-c2ccn[nH]2)nc1,0.341,0.294,YES,YES,3.1294,NO,NO,NO,NO,NO
NO-RAG,42,148,Nc1ccc(Cc2ccc(N)cc2)cc1,c1ccc2c(c1)ncn2Cn1cnc2ccccc21,0.303,0.299,YES,NO,1.7723,NO,NO,NO,NO,NO
NO-RAG,42,149,O=C([O-])c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)c(-c3ccc(C(=O)[O-])cc3)cc2-c2ccc(C(=O)O)cc2)cc1,O=C([O-])c1cc(C(=O)O)c2cc(C(=O)[O-])cc(C(=O)O)c2c1INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
NO-RAG,42,150,Fc1cc2cc(C3C=NN=C3)c(F)cc2cc1-c1cn[nH]c1,CC1Cc2nccnc21,0.316,0.0,YES,YES,0.94,NO,NO,NO,NO,NO
NO-RAG,42,151,O=C1C(=O)C(=O)C(=O)C1=O,O=C1C(=O)C(=O)C1=OINVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
NO-RAG,42,152,O=C(Nc1cc(C(=O)[O-])cc(C(=O)[O-])c1)Nc1cc(C(=O)[O-])cc(C(=O)[O-])c1,O=C([O-])c1cccc(C(=O)[O-])c1OCCO,0.255,0.423,YES,YES,3.5727,NO,NO,NO,NO,NO
NO-RAG,42,153,Cc1nccn1Cc1ccc(-c2ccc(Cn3ccnc3C)cc2)cc1,c1cc(-c2ccncc2)ccn1,0.364,0.0,YES,YES,1.6322,NO,NO,NO,NO,NO
NO-RAG,42,154,CC(=O)NC(C)(NC(C)=O)C(=O)[O-],O=C([O-])C1CCCCC1C(=O)O,0.243,0.205,YES,NO,2.1301,NO,NO,NO,NO,NO
NO-RAG,42,155,O=C([O-])c1cccc(CN2CCOCCN(Cc3cccc(C(=O)[O-])c3)CCOCC2)c1,O=C([O-])Cn1cncn1,0.46,0.08,YES,NO,1.1726,NO,NO,NO,NO,NO
NO-RAG,42,156,O=C([O-])c1c(Cl)cc(-c2cc(-c3cc(Cl)c(C(=O)[O-])c(Cl)c3)cc(-c3cc(Cl)c(C(=O)[O-])c(Cl)c3)c2)cc1Cl,O=C([O-])c1ccccc1O,0.444,0.224,YES,NO,1.9663,NO,NO,NO,NO,NO
NO-RAG,42,157,O=[PH](O)O,O=S(=O)(O)O,0.481,0.12,YES,YES,1.1223,NO,NO,NO,NO,NO
NO-RAG,42,158,O=P(O)(O)C1=CC=C2[CH]C=CC=C2N1,O=P(O)(O)c1ccccc1,0.472,0.321,YES,YES,1.3019,NO,NO,NO,NO,NO
NO-RAG,42,159,c1ccc2nc(-c3cnc4ccccc4n3)cnc2c1,C=CC=C1c2ccccc2N=C(C)c2ccccc2[Si]1(c1ccccc1)c1ccccc1,0.406,0.179,YES,YES,1.7274,NO,NO,NO,NO,NO
NO-RAG,42,160,O=C([O-])Cn1nn[nH]c1=S,O=C([O-])C(F)(F)F,0.132,0.36,YES,NO,0.6499,NO,NO,NO,NO,NO
NO-RAG,42,161,CCCCN(CCO)CCO,O=C(O)c1cc[n+]([O-])cc1,0.137,0.149,YES,YES,2.4234,NO,NO,NO,NO,NO
NO-RAG,42,162,CC1=C(CC2=C(C)N=NC2C)C(C)N=N1,c1ccc(-c2cc(-c3ccncc3)cc(-c3ccccn3)n2)nc1,0.206,0.0,YES,YES,2.4226,NO,NO,NO,NO,NO
NO-RAG,42,163,CC(C)c1cc(C(C)C)c(CP(=O)(O)O)c(C(C)C)c1,OS(O)(O)c1cccc2c(S(O)(O)O)cccc12,0.378,0.3,YES,YES,1.9166,NO,NO,NO,NO,NO
NO-RAG,42,164,O=C([O-])CN=Cc1ccccc1O,O=C([O-])CN1NN=C(c2ccccn2)N1INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
NO-RAG,42,165,CNC1CC2(C#CC(=O)[O-])C(NC)CC1(C#CC(=O)[O-])C(F)C2F,COCC(C#CC(=O)[O-])C(Cl)CC(C#CC(=O)[O-])C(Cl)CClINVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
NO-RAG,42,166,O=C([O-])c1cccc(NNc2cccc(C(=O)[O-])c2)c1,O=C([O-])c1cccc(Oc2cccnc2)c1C(=O)[O-],0.375,0.441,YES,NO,1.5646,NO,NO,NO,NO,NO
NO-RAG,42,167,O=C([O-])c1ccc(NNc2ccc(C(=O)[O-])c(F)c2)cc1F,O=C([O-])c1c(O)c(O)c(C(=O)[O-])c2cc(O)c(O)cc12,0.395,0.402,YES,NO,3.9069,NO,NO,NO,NO,NO
NO-RAG,42,168,N#CNC#N,N#CNC#NINVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
NO-RAG,42,169,O=C([O-])c1cc(C(=O)[O][Ag])c(C(=O)[O-])cc1C(=O)[O][Ag],ClCN1[CH]C=CC[N]([Cu][CH]2[CH][N][CH]C=C2[N][Cu]([Cl])[Cl])C=C1,0.14,0.029,YES,YES,1.4371,NO,NO,NO,NO,NO
NO-RAG,42,170,O=C([O-])c1cccc(=O)[nH]1,Nc1nnn[nH]1,0.174,0.0,YES,NO,0.6066,NO,NO,NO,NO,NO
NO-RAG,42,171,O=C([O-])c1ccc(C(=O)[O-])cc1,O=C([O-])c1ccc(C(=O)[O-])cc1INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
NO-RAG,42,172,O=C([O-])CCCC(=O)[O-],O=C([O-])CCC(=O)[O-]INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
NO-RAG,42,173,COC1CCc2nccc(-c3ccncc3)c2C1OC,CC1(C)CCCC(C#CC(=O)[O-])CC1(C=O)C=O,0.216,0.078,YES,YES,0.9535,NO,NO,NO,NO,NO
NO-RAG,42,174,O=C([O-])c1ccc(C(=O)[O-])o1,O=C([O-])c1cccnc1C(=O)[O-],0.444,0.3,YES,NO,1.0527,NO,NO,NO,NO,NO
NO-RAG,42,175,[CH]1C=CC=C1,CCc1nnc(CC)n1CCCCCCCNC1=NC=CC=NCC1INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
NO-RAG,42,176,c1ccc(C2=NNC(c3ccccn3)=NN2)nc1,c1cc(CN2CCN(Cc3ccncc3)CC2)ccn1,0.326,0.289,YES,NO,1.318,NO,NO,NO,NO,NO
NO-RAG,42,177,O=[N+]([O-])C12CN3CN(CN(C3)C1)C2,O=C1C(=O)C(Nc2nnn[nH]2)C1=O,0.288,0.119,YES,YES,1.2876,NO,NO,NO,NO,NO
NO-RAG,42,178,c1cc(-c2nnn[nH]2)ccc1-c1nn[nH]n1,O=C(Nc1cccnc1)C(=O)Nc1cccnc1,0.341,0.0,YES,NO,1.2315,NO,NO,NO,NO,NO
NO-RAG,42,179,Cc1c(C)c(-c2ccncc2)c(C)c(C)c1B(c1c(C)c(C)c(-c2ccncc2)c(C)c1C)c1c(C)c(C)c(-c2ccncc2)c(C)c1C,CC1(C)c2cc(N3[CH]N=CN3)ccc2-c2ccc(-n3ccnc3)cc21,0.356,0.118,YES,YES,3.9677,NO,NO,NO,NO,NO
NO-RAG,42,180,O=C([O-])C(=O)[O-],O=C([O-])C(=O)[O-]INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
NO-RAG,42,181,O=C([O-])CN(CC(=O)[O-])c1ccc(C(=O)[O-])cc1,O=C([O-])C1=CC=Cc2ccc(-c3ccc[nH]3)cc2C=C1,0.268,0.289,YES,YES,2.097,NO,NO,NO,NO,NO
NO-RAG,42,182,ON1[CH]C=CC=C1,c1nnc(-c2nnn[nH]2)[nH]1INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
NO-RAG,42,183,O=C([O-])C1OCOC2C(C(=O)[O-])OCOC12,CCCCCP(=O)(O)O.N#CCCCCCPO,0.04,0.019,YES,YES,3.1563,NO,NO,NO,NO,NO
NO-RAG,42,184,O=C([O-])c1ccc(-c2ccc(-c3cc(-c4ccc(-c5ccc(C(=O)[O-])cc5)c(Cl)c4)cc(-c4ccc(-c5ccc(C(=O)[O-])cc5)c(Cl)c4)c3)cc2Cl)cc1,O=C([O-])C=CC(S)=C1C=C(C2=C3C=CC(C(=O)[O-])=C(C(S)C4=CC(C(=O)[O-])=C(S)C4=C3)C(S)c3cc4c(C(=O)[O-])cc3SC=C3C[SH]=CC=CC5C=CC(S)=C3SCC=C(C(=[SH]5)SC=C4)C(C(=O)[O-])C[SH]=C2)C=[SH]CSC1,0.326,0.113,YES,YES,2.9492,NO,NO,NO,NO,NO
NO-RAG,42,185,C1COCCO1,CCc1nnc(CC)[nH]1,0.098,0.0,YES,YES,0.8073,NO,NO,NO,NO,NO
NO-RAG,42,186,O=C1NCCN1,O=C(O)c1c[nH]c(=O)[nH]c1=O,0.358,0.145,YES,YES,0.4026,NO,NO,NO,NO,NO
NO-RAG,42,187,CC(=O)C(Sc1ccncc1)C(C)=O,Cc1nnc(C)[nH]1,0.242,0.043,YES,YES,1.4663,NO,NO,NO,NO,NO
NO-RAG,42,188,O=C([O-])c1ccc2c3c(ccc(C(=O)[O-])c13)C(=O)N(c1ccncc1)C2=O,C=CC=CC(O)=CC(C(=O)[O-])=c1ccccc1=CC(=O)[O-],0.277,0.213,YES,YES,1.4212,NO,NO,NO,NO,NO
NO-RAG,42,189,O=C([O-])C1=CC2=NN=NC2=C[CH]1,c1ccc(C2=NNC(c3ccccn3)=NN2)nc1,0.4,0.0,YES,YES,0.9163,NO,NO,NO,NO,NO
NO-RAG,42,190,S=c1[nH]c2ccccc2[nH]1,Cn1ccn(CCCCCCn2ccn(C)c2=S)c1=S,0.438,0.294,YES,NO,1.3717,NO,NO,NO,NO,NO
NO-RAG,42,191,O=C([O-])C1=C[CH]N(Cc2cc(C(=O)[O-])cc(C(=O)[O-])c2)C=C1,O=C([O-])c1ccc(Oc2cccc(C(=O)[O-])c2C(=O)[O-])cc1INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
NO-RAG,42,192,O=C([O-])C1=C[CH]N(CCCN2[CH]C=C(C(=O)[O-])C=C2)C=C1,O=C([O-])c1ccccc1NNc1ccccc1C(=O)[O-],0.3,0.169,YES,NO,1.561,NO,NO,NO,NO,NO
NO-RAG,42,193,Oc1ccc(S)cc1,CC=C(C)C(=CC=[N+][O-])SCCOCC,0.091,0.04,YES,YES,0.7238,NO,NO,NO,NO,NO
NO-RAG,42,194,C1CCOC1,CCc1nnc(CC)[nH]1,0.108,0.0,YES,YES,1.4614,NO,NO,NO,NO,NO
NO-RAG,42,195,O=C([O-])c1ccc(N(c2ccc(C(=O)[O-])cc2)c2ccc(-c3ccncc3)cc2)cc1,O=C([O-])c1ccc(NNc2ccc(C(=O)[O-])c(C(=O)O)c2)cc1INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
NO-RAG,42,196,NCc1cccnc1,Nc1cccc(N)c1,0.409,0.075,YES,NO,0.7463,NO,NO,NO,NO,NO
NO-RAG,42,197,C#N,C#NINVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
NO-RAG,42,198,O=C1c2ccccc2C(=O)c2c(O)ccc(O)c21,O=C1c2ccc3c4c(ccc(c24)C(=O)N1Cc1ccncc1)C(=O)N(Cc1ccncc1)C3=O,0.372,0.289,YES,NO,1.9583,NO,NO,NO,NO,NO
NO-RAG,42,199,O=C([O-])c1ccc(C#Cc2ccc(C(=O)[O-])cc2F)c(F)c1,O=C([O-])C1=CC=CNNc2ccc(C(=O)[O-])cc2C=C1INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
NO-RAG,42,200,O=C([O-])CCN(CCC(=O)[O-])CCC(=O)[O-],O=C([O-])CC(O)C(=O)[O-],0.355,0.294,YES,NO,2.7315,NO,NO,NO,NO,NO
NO-RAG,42,201,On1nnnc1-c1nnnn1O,O=C1[CH]C(=O)NC(=S)N1,0.276,0.05,YES,NO,1.6711,NO,NO,NO,NO,NO
NO-RAG,42,202,O=C([O-])c1ccc(C2=C3C=CC4=[N]3->[Fe]35<-[N]6=C(C=CC6=C(c6ccc(C(=O)[O-])cc6)c6ccc2[n]63)C(c2ccc(C(=O)[O-])cc2)=c2ccc([n]25)=C4c2ccc(C(=O)[O-])cc2)cc1,O=C([O-])c1ccc(-c2cc(-c3ccc(C(=O)[O-])cc3)c3ccc4c(-c5ccc(C(=O)[O-])cc5)cc(-c5ccc(C(=O)[O-])cc5)c5ccc2c3c54)cc1,0.347,0.154,YES,YES,1.7749,NO,NO,NO,NO,NO
NO-RAG,42,203,O=C([O-])c1ccc(C(=O)[O-])s1,O=C([O-])c1ccc(C(=O)[O-])s1INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
NO-RAG,42,204,FC12C3C4N1C1C2N3C41F,O=C([O-])c1c(Cl)c(Cl)c(C(=O)[O-])c(CCCl)c1Cl,0.122,0.0,YES,YES,1.6437,NO,NO,NO,NO,NO
NO-RAG,42,205,CNc1nc(NC)c(NC)c(C#Cc2c(NC)c(NC)nc(NC)c2NC)c1NC,CCOC1=CN=C(OCC)C(C#N)=C(OCC)C=C1OCC,0.2,0.053,YES,YES,3.4139,NO,NO,NO,NO,NO
NO-RAG,42,206,O=C([O-])c1cc(O)c(C#Cc2c(O)cc(C(=O)[O-])cc2O)c(O)c1,O=C([O-])c1ccc(NNc2ccc(C(=O)[O-])c(C(=O)O)c2)cc1C(=O)[O-],0.486,0.341,YES,YES,6.7876,NO,NO,NO,NO,NO
NO-RAG,42,207,O=S(=O)(O)O,O=[PH](O)O,0.481,0.12,YES,YES,0.4784,NO,NO,NO,NO,NO
NO-RAG,42,208,O=C([O-])c1ccc(C(=O)[O-])c2cc(Cl)c(Cl)cc12,O=C([O-])c1ccccc1O,0.429,0.489,YES,NO,0.7979,NO,NO,NO,NO,NO
NO-RAG,42,209,O=C([O-])c1ccc(P(=O)(O)O)cc1,O=C([O-])c1cccc(-n2ccc(=O)cc2)c1C(=O)[O-],0.283,0.464,YES,YES,1.564,NO,NO,NO,NO,NO
NO-RAG,42,210,O=C([O-])C=CC(=O)[O-],O=C([O-])C=CC(=O)[O-],1.0,1.0,YES,YES,1.4362,YES,YES,YES,YES,YES
NO-RAG,42,211,O=C([O-])CC(=O)[O-],O=C([O-])CC(=O)[O-]INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
NO-RAG,42,212,O=C([O-])COc1ccc(OCC(=O)[O-])cc1,O=C([O-])COc1ccc(OCC(=O)[O-])cc1INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
NO-RAG,42,213,N#CC1CC2(C#CC(=O)[O-])CCC1(C#CC(=O)[O-])CC2,CCNC1c2c(C(=O)[O-])ccc(C(=O)[O-])c2C1CC,0.385,0.392,YES,YES,3.5514,NO,NO,NO,NO,NO
NO-RAG,42,214,O=C([O-])c1nnn[nH]1,O=C([O-])c1nnn[nH]1,1.0,1.0,YES,YES,2.6943,YES,YES,YES,YES,YES
NO-RAG,42,215,O=C([O-])c1cc(Cl)c(C(=O)[O-])c2c1CC2,O=C([O-])c1cc(Cl)c(C(=O)[O-])c2c1CC2INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
NO-RAG,42,216,O=C([O-])c1c(Br)c(Br)c(C(=O)[O-])c(Br)c1Br,O=C([O-])c1c(Br)c(Br)c(C(=O)[O-])c(Br)c1BrINVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
NO-RAG,42,217,O=C([O-])c1ccc(C(=O)[O-])c(C(=O)[O-])c1,O=C([O-])c1ccc(C(=O)[O-])c(C(=O)[O-])c1INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
NO-RAG,42,218,CC1Cc2c(C(=O)[O-])ccc(C(=O)[O-])c21,CC1Cc2c(C(=O)[O-])ccc(C(=O)[O-])c21INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
NO-RAG,42,219,O=C([O-])c1ccc(-c2ccc(C(=O)[O-])cc2F)c(F)c1,O=C([O-])c1ccc(-c2ccc(C(=O)[O-])cc2F)c(F)c1INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
NO-RAG,42,220,O=C([O-])c1cncc(C(=O)[O-])c1,O=C([O-])c1cncc(C(=O)[O-])c1INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
NO-RAG,42,221,O=C([O-])c1ccc(-c2cc(-c3ccc(C(=O)[O-])cc3)c(C(=O)[O-])cc2C(=O)[O-])cc1,O=C([O-])c1ccc(-c2cc(-c3ccc(C(=O)[O-])cc3)c(C(=O)[O-])cc2C(=O)[O-])cc1INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
NO-RAG,42,222,Nc1nnc[nH]1,Nc1nnc[nH]1INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
NO-RAG,42,223,O=C([O-])C#CC#CC(=O)[O-],O=C([O-])C#CC#CC(=O)[O-]INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
NO-RAG,42,224,Nc1ccccc1C(=O)[O-],O=C([O-])c1ccccn1,0.458,0.36,YES,YES,0.6555,NO,NO,NO,NO,NO
NO-RAG,42,225,O=C([O-])c1cc(C(=O)[O-])cc(-n2cnnc2)c1,O=C([O-])c1cccnc1C(=O)[O-],0.415,0.208,YES,YES,0.2645,NO,NO,NO,NO,NO
NO-RAG,42,226,O=CC1c2c(C(=O)[O-])ccc(C(=O)[O-])c2C1O,COc1cc(C(=O)[O-])c2c(c1C(=O)[O-])CC2INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
NO-RAG,42,227,O=C([O-])c1ccc2cc(C(=O)[O-])ccc2c1,O=C([O-])c1ccc(-c2ccc(C(=O)[O-])cc2)cc1INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
NO-RAG,42,228,O=C([O-])c1ccc(OCC(COc2ccc(C(=O)[O-])cc2)(COc2ccc(C(=O)[O-])cc2)COc2ccc(C(=O)[O-])cc2)cc1,Cc1nnc(-c2ccccc2)n1-c1ccc(C(=O)[O-])cc1,0.208,0.195,YES,YES,1.2147,NO,NO,NO,NO,NO
NO-RAG,42,229,O=C([O-])c1cc(C(=O)[O-])cc(-c2ccc3cc(C(=O)[O-])ccc3c2)c1,O=C([O-])c1cc(C(=O)[O-])cc(-c2ccc3cc(C(=O)[O-])ccc3c2)c1INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
NO-RAG,42,230,CCCOc1cc(C(=O)[O-])c(Br)c(Br)c1C(=O)[O-],O=C([O-])c1ccc(-c2cc(-c3ccncc3)cc(-c3ccc(C(=O)[O-])cc3)n2)cc1,0.273,0.289,YES,YES,0.7008,NO,NO,NO,NO,NO
NO-RAG,42,231,O=C([O-])c1ccc(C(=O)O)c(-c2nc(C(=O)[O-])ccc2C(=O)O)n1,O=C([O-])c1cc(Cc2cc(C(=O)[O-])cc(C(=O)O)c2)cc(C(=O)[O-])c1,0.484,0.142,YES,NO,3.4563,NO,NO,NO,NO,NO
NO-RAG,42,232,O=C([O-])c1cc2nc[nH]c2cc1C(=O)[O-],O=C([O-])c1cc2nc[nH]c2cc1C(=O)[O-]INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
NO-RAG,42,233,O=C([O-])C1=NC=NC1C(=O)[O-],O=C([O-])C1=NC=NC1C(=O)[O-]INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
NO-RAG,42,234,[CH]1C=NN=N1,CCc1nnc[nH]1,0.483,0.0,YES,YES,6.5936,NO,NO,NO,NO,NO
NO-RAG,42,235,c1cnccn1,c1cnccn1INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
NO-RAG,42,236,C(C#Cc1cc(C#CC#CC2C=NN=C2)cc(C#CC#CC2C=NN=C2)c1)#CC1=CN=N[CH]1,C(C#Cc1cc(C#CC#CC2C=NN=C2)cc(C#CC#CC2C=NN=C2)c1)#CC1=CN=N[CH]1INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
NO-RAG,42,237,Nc1nnc(C(=O)[O-])[nH]1,Oc1cc(Cl)c(Cl)c(Cl)c1-c1c(Cl)c(Cl)nc(Cl)c1Cl,0.176,0.03,YES,YES,2.5276,NO,NO,NO,NO,NO
NO-RAG,42,238,COc1ccc(-c2coc3cc(O)c(OC)c(O)c3c2=O)cc1S(O)(O)O,OS(O)(O)C=CC=Cc1nc(-c2ccncc2)ccc1N=CC1=CC(=CS(O)(O)O)C=C1,0.485,0.11,YES,YES,1.1722,NO,NO,NO,NO,NO
NO-RAG,42,239,O=C([O-])c1cc(C(=O)[O-])cc(-c2cccnc2)c1,O=C([O-])c1cc(C(=O)[O-])cc(-c2cccnc2)c1INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
NO-RAG,42,240,O=C([O-])c1cccc(Cl)c1C(=O)[O-],O=C([O-])c1cccc(Cl)c1C(=O)[O-]INVALID,0.0,0.0,NO,NO,,NO,NO,NO,NO,NO
NO-RAG,42,241,O=C([O-])CCn1c(=O)n(CCC(=O)[O-])c(=O)n(CCC(=O)[O-])c1=O,O=C([O-])C1=CC2SC(C(=O)[O-])SC2=N1,0.262,0.108,YES,YES,1.4531,NO,NO,NO,NO,NO
NO-RAG,42,242,O=C([O-])c1cccc(S(O)(O)O)c1,O=C([O-])N1CCN(CP(=O)(O)O)CC1,0.323,0.186,YES,YES,1.484,NO,NO,NO,NO,NO
